abhijit s.,/gp/profile/amzn1.account.AEW3ZDB5PU5N7UGCXVUG2QVAWZ7Q,good phone.,/gp/customer-reviews/R36N21PF2FJKYT?ASIN=B01LZKSVRB,received my product in brand new condition. Though i am using iphone from last 7 years so no other phone satisfies my needs. good phone.
Walter Rebello,/gp/profile/amzn1.account.AEPCKPMP5RB6NPHU2J2EXX37PK5Q,Best “value for money” iPhone at the moment.,/gp/customer-reviews/RRSM8ZL9IKY9K?ASIN=B01LZKSVRB,Integration with macOS is brilliant. Battery life is good for an average user. It is built well. Perfectly usable for the next 4-5 years.
Debashish Paul,/gp/profile/amzn1.account.AG4HYX5WKAR4JD6BT6VEUUAB3AXA,Nice,/gp/customer-reviews/RFD989F9Q055F?ASIN=B01LZKSVRB,Nice in handling very user friendly....
Akshaya kumar padhy,/gp/profile/amzn1.account.AH3FJBCJPU35O3YNMW5BXSHEML6A,Excellent,/gp/customer-reviews/R5FJ85F71EYLS?ASIN=B01LZKSVRB,Excellent
Sanjeev Chauhan,/gp/profile/amzn1.account.AEJIUW22G27LSWPJZQ3WDPGOL2KQ,Go for it,/gp/customer-reviews/R3HKH9FRALQ576?ASIN=B01LZKSVRB,Excellent product
Akhil T Sujath,/gp/profile/amzn1.account.AHVZ7YXYBDTVHDPRAEVFY5ZF626Q,Apple is always apple,/gp/customer-reviews/RYQPBMXUYHC5T?ASIN=B01LZKSVRB,Except Battery life everything is ok
Vinayak Pulekar,/gp/profile/amzn1.account.AEIZO3ZOHG3PCPFKRUI42YSGZHVQ,iPhone ❤,/gp/customer-reviews/R2LXBZ11Z08TNH?ASIN=B01LZKSVRB,"First thing I would like to share that I got this product well on time and again this is iPhone, so all and all good experience."
Sekhar P.Nair,/gp/profile/amzn1.account.AFXDSMIHVV662LQAQ3TYA7L3MBSA,Happpyyyyy ..... :),/gp/customer-reviews/R22JD7RRASAYK4?ASIN=B01LZKSVRB,Nice phone to buy. This my first iPhone and I am happy with the experience. Prompt delivery by ATS & Genuine product from seller Green Mobiles.
Amit Dhatwalia,/gp/profile/amzn1.account.AHNTIYUCGXPNDHAIN6VB6VNSJW6A,On time and genuine product,/gp/customer-reviews/R1MUO04ULR86BO?ASIN=B01LZKSVRB,Great Service by Amazon. Got this phone worth 46k with exchange offer and phone is working great as expected.
david paul neela,/gp/profile/amzn1.account.AGVQ3QCLTTDW6WQHOXLAO6CUXJFQ,Excellent. Good price,/gp/customer-reviews/RKVD00RBUNJBX?ASIN=B01LZKSVRB,"Original product. Excellent. Good price, delivered before promised time."
ahalya,/gp/profile/amzn1.account.AE4RB3PBPJEOGVQZLVZV6MYTRTPA,Satisfied,/gp/customer-reviews/R1PEXU7CSMYINL?ASIN=B01LZKSVRB,Seems to be an original factory piece. Satisfied
atiq,/gp/profile/amzn1.account.AHDEXYTGECNSE7KIHYYGBVQNL3DQ,Terrible product for the exorbitant price,/gp/customer-reviews/R3PHAZGUE4JY4D?ASIN=B01LZKSVRB,Gone dead in a year
Amazon Customer,/gp/profile/amzn1.account.AGADQX24PGNGESOCLL3RY45SOVDA,Very good,/gp/customer-reviews/R1J908PJJ0210A?ASIN=B01LZKSVRB,Very good
Rinie ,/gp/profile/amzn1.account.AE7DLGMZB4BQHVUUZ4ITI7UUD2IA,💕💕💕,/gp/customer-reviews/R18QMHGBXDOBHL?ASIN=B01LZKSVRB,Received product safely
Amazon Customer,/gp/profile/amzn1.account.AGS336GSLAYU7GJAOUM5X5LMQAHA,👌 Very good,/gp/customer-reviews/R12MBF9SHRNZAU?ASIN=B01LZKSVRB,i7 is better than other models and don’t upgrade to other models unless u have money waste. I7 is trend set for Apple.
Ashish,/gp/profile/amzn1.account.AEFEO42WGA3XF2LUBGYQOPLZC7IA,Just loving it,/gp/customer-reviews/R1ZI63450E37KO?ASIN=B01LZKSVRB,Got it at very resonable price.. just loving it
vikrant patil,/gp/profile/amzn1.account.AGJ2NQ3VVAVLZEO2D2IMEWL2USCQ,Product is excellent III But the there was a scheme on payment ...,/gp/customer-reviews/R2P7332BR312R0?ASIN=B01LZKSVRB,Product is excellent III
Vicky Mech,/gp/profile/amzn1.account.AHQZCPXDKCFJYDKNMSI6LR6YU6NA,Quality Product.,/gp/customer-reviews/RQWZZT3FZ997S?ASIN=B01LZKSVRB,Phone is working perfectly.Battery issues are there but charging takes very less time.
Jashan Maan,/gp/profile/amzn1.account.AFFLW6ZE4WQ3GP7JKKWTCCG2BEEA,It's a Apple.,/gp/customer-reviews/R3Q6OPS3UTSPDO?ASIN=B01LZKSVRB,Perfect to use in one hand.
himanshu,/gp/profile/amzn1.account.AETYY72BRGPBXJV7BTARS7M7S3HQ,Awesome,/gp/customer-reviews/RVC9LEGL55E4K?ASIN=B01LZKSVRB,Still going strong! Awesome purchase
sambit kumar sahoo,/gp/profile/amzn1.account.AHBAAO53K3CZ67SA7F25BMOL6DDA,Nice product,/gp/customer-reviews/R2OZOTIUHGE4V7?ASIN=B01LZKSVRB,"Nice product,Camera quality was excellent.."
Amazon Customer,/gp/profile/amzn1.account.AHYGJTCHFKIAB6IJKVJEUUJNSKAA,Go for it!!,/gp/customer-reviews/RUL2OTKQ7BAF5?ASIN=B01LZKSVRB,It’s been almost 3months I’m using this iphone. So far no problem at all. I had purchased lots of stuff from Amazon n it never disappoint me.
Saurin Patel,/gp/profile/amzn1.account.AENEMZSC3MLC7HRASXUFQNY75HEQ,Five Stars,/gp/customer-reviews/R38YODLXH33UWU?ASIN=B01LZKSVRB,No wonder people are after apple like crazy.
Srv33,/gp/profile/amzn1.account.AFQ3AWUA2E2ESCSJYA5CCJJQT4CA,Five Stars,/gp/customer-reviews/R2GQM10JZ792HG?ASIN=B01LZKSVRB,Best product
Aman,/gp/profile/amzn1.account.AEKFASV3L7FGRCKZFHARODBN3U2Q,Superb Phone,/gp/customer-reviews/R9LPBESEGZD3M?ASIN=B01LZKSVRB,Best iPhone (if you don’t require wireless charging) even in 2018.
Yuvaraj D,/gp/profile/amzn1.account.AGFLEVGVL2JT3WNZQMLLEYGE2CIA,Amazon and Apple are best combo,/gp/customer-reviews/RL9PWQX0G2GZI?ASIN=B01LZKSVRB,Fantastic product and excellent delivery performance by Amazon.
Nitin P.,/gp/profile/amzn1.account.AFZ7A57U5NXHX6DJBDUKWETFI75A,Extremely satisfied,/gp/customer-reviews/RP8F87NZXQYWR?ASIN=B01LZKSVRB,Absolutely original and new product.
SRIRAM GOPALAKRISHNAN,/gp/profile/amzn1.account.AHN3WMG2IK5XH4MGQTSUJUENWXHA,Five Stars,/gp/customer-reviews/RJCU1ONX0BFQM?ASIN=B01LZKSVRB,Best buy.
Saurav,/gp/profile/amzn1.account.AGZRVN2TDA4G2GUB3MWLU5OBQZCQ,beast,/gp/customer-reviews/R19NF6E33CAW3G?ASIN=B01LZKSVRB,just amazing phone. i am in love with the camera and specially with the taptic feedback.
Rishi,/gp/profile/amzn1.account.AHO5UHBQ3W6BID7V7W4ZI5S4NTMQ,Four Stars,/gp/customer-reviews/RC3TFU9SO9O7Q?ASIN=B01LZKSVRB,Great product
Sathish.K,/gp/profile/amzn1.account.AGAIRBQ5SV3NHR727SEOHI5ARPFA,Very nice to see the New Product delivered to me,/gp/customer-reviews/RXZ1YON8N22J7?ASIN=B01LZKSVRB,Very nice to see the New Product delivered to me. Thanks for Amazon.
Amazon Customer,/gp/profile/amzn1.account.AFHJCASZ3NIBAGUYVTJQLXDI63VA,Nice,/gp/customer-reviews/R34NJSX3KQF35F?ASIN=B01LZKSVRB,Nice
Ushakoteeshwar,/gp/profile/amzn1.account.AEGQ5PNCEPG4OK7INLEGXNHAJIAA,Five Stars,/gp/customer-reviews/R2TD6KT5J7GQ4Z?ASIN=B01LZKSVRB,awesome
niksur,/gp/profile/amzn1.account.AHJ7YCICAH7JHATSSS5AMEJ3YJJQ,One Star,/gp/customer-reviews/R2NMI2GBDNWWJO?ASIN=B01LZKSVRB,They cancelled my product without any information.
Pramod P.,/gp/profile/amzn1.account.AHS2D46UY5EXSD3XDDZIWJYIKPSA,Five Stars,/gp/customer-reviews/R35KZCL00RR3E9?ASIN=B01LZKSVRB,its iPhone 7. No need to give feedback :)
Levi’s ,/gp/profile/amzn1.account.AFHEQM4CRPYAG5BD2FEZ7LJ3ZJHA,Genuine,/gp/customer-reviews/R1QWBOOC2Z4YOF?ASIN=B01LZKSVRB,Genuine Product from Apple Inc
Abhinav,/gp/profile/amzn1.account.AFC4IBB4AIHWSXWTM6FAGMRA6FYA,Picture Quality is Dull,/gp/customer-reviews/R1EY93OP2JKVH?ASIN=B01LZKSVRB,"They should work on Camera and Battery quality, after paying this much of amount still doesn’t get the good quality pictures."
SVS TEJA,/gp/profile/amzn1.account.AF77V65F4VLINECRLHG7NJDE2Y4A,Simply woww,/gp/customer-reviews/R30FU7B4MIPDM7?ASIN=B01LZKSVRB,"Wow thats a great mobile i hve used so far.. u will get the great feeling after using this , if u r a iphone lover.."
VIKAS KUSHWAHA,/gp/profile/amzn1.account.AFGMYNIIWSQELY2RJ24LV55JC4FA,great,/gp/customer-reviews/R2MGP3YZEPHPUK?ASIN=B01LZKSVRB,its a good phone. costly but a good one. gifted to my sis
Rajeev Ranjan,/gp/profile/amzn1.account.AFZYG6OP2DPS4YTI6SPQJ2F5UNEQ,This iPhone has problem in video recording.. Once ...,/gp/customer-reviews/R2PLF6AZJ5YXDO?ASIN=B01LZKSVRB,This iPhone has problem in video recording..
Amazon Customer,/gp/profile/amzn1.account.AHC45PBTYMXUPJAYBQM7DU333NAQ,Good buy,/gp/customer-reviews/R2V98F63XZP9ME?ASIN=B01LZKSVRB,Good buy but don’t buy jet black because you have to be very careful
bhagyashree,/gp/profile/amzn1.account.AGJDFOY2GVVMCINDCLLA6KLQFB2A,Accessory issue,/gp/customer-reviews/R23GQJ52IDFHB7?ASIN=B01LZKSVRB,I am really upset that my earphones are not wirkung properly. This has never happened before. It looks perfectly fine but one of the earplugs suddenly stopped working.
JEROME,/gp/profile/amzn1.account.AHPESF44F2IOMOSIOUT2N66YFG6A,Five Stars,/gp/customer-reviews/R2U06W8QFQWDG7?ASIN=B01LZKSVRB,Good Product worth for the money
nishant gupta,/gp/profile/amzn1.account.AHM6KN22GOADWYYUL64ITIBFSEUQ,Good product. I purched this with an exchange offer ...,/gp/customer-reviews/RU5216S7L747E?ASIN=B01LZKSVRB,Good product.I purched this with an exchange offer for 28000 from amazone..very satisafied with the delivery and product...
saumya agrawal,/gp/profile/amzn1.account.AEXL3LNGIOPD53JP3CCCXAPUGDZQ,One Star,/gp/customer-reviews/R3D7CW5I6IRJ3N?ASIN=B01LZKSVRB,Sound problem & amazon customer services not contactable
Saravanakumar,/gp/profile/amzn1.account.AHDSCWTGW5V3MF76A2ZL7Q2JMNOQ,Four Stars,/gp/customer-reviews/R3LJLMR1639DII?ASIN=B01LZKSVRB,Best product. Packing was okay but not satisfied. No issues with the phone till now works like a charm.
Rajesh,/gp/profile/amzn1.account.AE3P6NUVQMA7WOD7Z4OIOC5IYDUQ,Apple I Phone 7,/gp/customer-reviews/RUV6YBJHB9LNT?ASIN=B01LZKSVRB,"No doubt I Phone is way ahead than any other competative brands. Touch sensations, sound quality and camera quality is at its best for 7 series..."
Remona,/gp/profile/amzn1.account.AFIJHO2D5XLCNG3UU2Q74CHD7WJQ,Good,/gp/customer-reviews/RV1FRVWOMIN3Q?ASIN=B01LZKSVRB,Good
AROON,/gp/profile/amzn1.account.AEOR5EDIJM7L2TBAKGQTFE4E5FUQ,Four Stars,/gp/customer-reviews/R2LYAGEIOURP6F?ASIN=B01LZKSVRB,Nice Product
msgbdi,/gp/profile/amzn1.account.AGWD3IPG4OJ7V7FAMTAGQTPGCKYQ,iPhone 7 matte black,/gp/customer-reviews/R1M4UKZ2ITMZID?ASIN=B01LZKSVRB,good product
Amazon Customer,/gp/profile/amzn1.account.AH34YSM75ON4R4H7CNS3QEOLNDYA,"On time delivery, value for money phone",/gp/customer-reviews/R1S2H5HSTKMTFF?ASIN=B01LZKSVRB,"On time delivery, value for money phone"
Satya SS Mishra,/gp/profile/amzn1.account.AGA4XTMKR3ZJSQTDWT6V2UA6DIOQ,excellent services,/gp/customer-reviews/R7L398EGAKMVR?ASIN=B01LZKSVRB,They delivered the genuine Apple phone and delivry timeline was faster than expected! I am happily using it for last 2 months
CJ,/gp/profile/amzn1.account.AE3KD7DCBWSLXBJ5EWI2RHT2BOHA,good for the price,/gp/customer-reviews/R1ALXEV3TG4NDE?ASIN=B01LZKSVRB,I still feel these are better than the iphone x
Dr. Mandaar Pande,/gp/profile/amzn1.account.AHJBVDFDDGCNBAJ3HB54C2XCP6EQ,Excellent iPhone,/gp/customer-reviews/RVM3B0ZGUATWT?ASIN=B01LZKSVRB,"Nothing much to write about an Apple product, is there? Excellent product."
Amazon Customer,/gp/profile/amzn1.account.AF3R4FCDZMSORKQI3M77QJKE3PXQ,Battery,/gp/customer-reviews/R677P4F9LQ8MZ?ASIN=B01LZKSVRB,When I fire up my phone battery is 0% and when I try to replace there is no replacement
Nikhil,/gp/profile/amzn1.account.AHZZNBOPZBSVSTO7DQ2XZGUFYYAQ,"U really need review, isn't logo enough for you. :D",/gp/customer-reviews/R3ONR0PAC7RLP7?ASIN=B01LZKSVRB,"U really need review, isn't logo enough for you. :D"
Abhigyan Tyagi,/gp/profile/amzn1.account.AEVA7XF7KRDNT4ZG35XHC5WBKHWA,Quick delivery!,/gp/customer-reviews/R1HRRWWKUPF516?ASIN=B01LZKSVRB,Very happy with the quick delivery of Amazon. And the product is one of the best in it's segment.
priyam gupta,/gp/profile/amzn1.account.AGZ36VGEOV6Y3LDLUYPXBBCSNUJQ,Series with the camera problem,/gp/customer-reviews/RVZ0Y313OS17U?ASIN=B01LZKSVRB,Bought this phone in republic day sale. The camera stopped working in just 2 months. The part had to be replaced.
Mukesh Hoshiarpur,/gp/profile/amzn1.account.AE35OTKW7VJJWQ4HRITGIJP26PFA,All good 100% genuine,/gp/customer-reviews/RGDNOCFMK49Y?ASIN=B01LZKSVRB,"All brand fail comparison to Iphone ,100% genuine product send  by Amazon"
Amazon Customer,/gp/profile/amzn1.account.AEUB3ZKPEOP7Y2YMYXBXWMYIBFZA,Apple,/gp/customer-reviews/R1Y1CPG1RWWIOO?ASIN=B01LZKSVRB,It doesn't need any description.
Ruchira,/gp/profile/amzn1.account.AEOQAFKEPKV2EA3LIYWVB6KGUSAA,Three Stars,/gp/customer-reviews/R1Z52K66XNKVB8?ASIN=B01LZKSVRB,Don't know why but voice breaking during call..😞😟
Danish Nadaf,/gp/profile/amzn1.account.AHMC4HJE5BULA6NYVJ6DYPTR35HQ,Five Stars,/gp/customer-reviews/R2WG8GHPOWIF9Y?ASIN=B01LZKSVRB,No need to say.. as usual its APPLE :)
Tarun shekhar,/gp/profile/amzn1.account.AGL5YQMAS6IAXVIZRJMRLBDCDBUA,Best Buy and best I phone,/gp/customer-reviews/R2OCVWPS9C0XOL?ASIN=B01LZKSVRB,Battery could have been better
Abhishek Kumar,/gp/profile/amzn1.account.AG5Z7WKTR77ERVHOYHCJ34KF5RBA,👍👍,/gp/customer-reviews/RUF7DYUOUCD98?ASIN=B01LZKSVRB,👍👍
Pooja S.,/gp/profile/amzn1.account.AHLJUZWS3YCWLPSIRQX2CR4DCOGA,"Worth buying, its awesome",/gp/customer-reviews/R3GIHHTN09PDVZ?ASIN=B01LZKSVRB,"Worth buying, its awesome"
Parthipan,/gp/profile/amzn1.account.AHNELXA4KMVHVKNJL6332J4H562A,Bought it for 41999,/gp/customer-reviews/R1IBJ6NULDOD7D?ASIN=B01LZKSVRB,Sema worthy phone.
Amazon Customer,/gp/profile/amzn1.account.AFRFGZFN2SLOADENEXFSLXXJJQXA,Excellent!,/gp/customer-reviews/R2YEF7R0UOBRYU?ASIN=B01LZKSVRB,Excellent! 
gurdev,/gp/profile/amzn1.account.AGA6234HUPZSLSUY7QKAIWL6CG6Q,... the quality of product and Amazon service is absolutely pathetic..,/gp/customer-reviews/ROJ1CMYSHLXD?ASIN=B01LZKSVRB,not happy with the quality of product and Amazon service is absolutely pathetic.. Dont Trust the Amazon customer care .. worst in the world..
ambika kapoor,/gp/profile/amzn1.account.AHQKOUJEIAIC7NJOHXSEOKT5FX7A,Connector not received,/gp/customer-reviews/R5HCT6XUKNNZJ?ASIN=B01LZKSVRB,Didn't receive a connector along with my phone through which we connect headphones
Atanu,/gp/profile/amzn1.account.AGLWJ3WFLCAZZKG2WXF6FSQPM6OA,A great phone... but overpriced,/gp/customer-reviews/R26E4WTVR18A5X?ASIN=B01LZKSVRB,A great phone... but overpriced
SC,/gp/profile/amzn1.account.AGEZXT7I5LJBYE42FO5ORKUKR6IA,Excellent phone,/gp/customer-reviews/R9NKLOAVIKGD6?ASIN=B01LZKSVRB,Superb...as expected 👍
Faizan,/gp/profile/amzn1.account.AGYVJD5PFJYRVLEXK5VVMCVZ432Q,opt for plus model,/gp/customer-reviews/RVDJXLANFLTEM?ASIN=B01LZKSVRB,"battery life is really low, one should opt for plus model"
Jay Pagnis,/gp/profile/amzn1.account.AE6CZVINTRG6HU34NQYBBUE7M45A,Great phone!,/gp/customer-reviews/R37QFV67HWZM8P?ASIN=B01LZKSVRB,Amazing phone! My first Apple iPhone. Loved it. Still loving it. Super camera. Great space. Battery Drains faster than expected. Especially for a new phone. But charges fast. So no issues.
Amazon Customer,/gp/profile/amzn1.account.AHRNIB4MV4F2CNEQGDB4RVCXSKBA,Disappointed,/gp/customer-reviews/R16LKZN62E5ZQC?ASIN=B01LZKSVRB,After using it for 3weeks and 5days I have heating problem and the battery backup is very bad some times it don't show the increased battery percentage just stay on 1%.
hema Bisht,/gp/profile/amzn1.account.AFHBTU6LJPVJHMFL4U5JB5SZL2GQ,Five Stars,/gp/customer-reviews/R1PL16YCGQT455?ASIN=B01LZKSVRB,Ausome
namrata,/gp/profile/amzn1.account.AGHER7YIYGSZQRBFUKQQ7NCRZMEA,Five Stars,/gp/customer-reviews/R1JTC9FDI2P5AY?ASIN=B01LZKSVRB,Awesome delivery time and product
bheemeswararao,/gp/profile/amzn1.account.AE6PEJVJWR5ET2QTXAMO3WIWATZA,Good option,/gp/customer-reviews/R3DDTC7JC11QRF?ASIN=B01LZKSVRB,Finally I bought iPhone. 7 simply superb. Most comfortable and flexible to hold. Configuration wise we all know about apple product quality is good.
Sujay Mondal,/gp/profile/amzn1.account.AGO435XWQ7PCXT5NCSYOFGI5IF5Q,iPhone 7 is amazing product of Amazon.,/gp/customer-reviews/R1T0F9AOKEZ1CS?ASIN=B01LZKSVRB,"Used that iPhone 7 from last 6 months, That product is amazing."
sunny,/gp/profile/amzn1.account.AF2PJNUQYTCGNE4TSTTPP2MAQFIA,Not up to the mark,/gp/customer-reviews/R26A5QMILIA723?ASIN=B01LZKSVRB,Network goes again & again. Speed is too slow. Need to restart again & again to get decent speed
Manwill Srivastava,/gp/profile/amzn1.account.AF65FM4Y2BGAPR2IC2IAFTHOHFWA,Five Stars,/gp/customer-reviews/R11BU2DS1EXUBW?ASIN=B01LZKSVRB,Nice
Hemendra Singh,/gp/profile/amzn1.account.AFRQJRX6PPDBAVNQG3ANMCUYXVSA,Missing Item,/gp/customer-reviews/R227D7VXKUPB9Q?ASIN=B01LZKSVRB,My box does not include iPhone lightning 3.5mm headphone jack connector.....
Vijayendra,/gp/profile/amzn1.account.AH6YVPQIMM7PZHU2NRKAGKS4VWZA,an Awesome Phone !!!,/gp/customer-reviews/R1OQJGMIS2DDZY?ASIN=B01LZKSVRB,Nothing Like na iPhone Ever!
Adithya,/gp/profile/amzn1.account.AGXREDVHSWMMMDZQXZUJ3PXVCJIQ,Super,/gp/customer-reviews/RLT1NL67BN0NL?ASIN=B01LZKSVRB,Super
Rajiv,/gp/profile/amzn1.account.AGVCSHR75FXUU2BNT2PR27PHI4DA,Excellent Deal,/gp/customer-reviews/R2E71ABEGWAFKS?ASIN=B01LZKSVRB,Original iPhone. Well packaged. It's working perfectly.
Arunima Sharma,/gp/profile/amzn1.account.AEG4OGBV4QWHRY7TECJJ5AV4LYUA,EXCELLENT,/gp/customer-reviews/R37TXMSWUV02YN?ASIN=B01LZKSVRB,Must buy
Ramya Ayyanki,/gp/profile/amzn1.account.AFSI34IITVGLSOUATW2QWT3GXBHQ,Did it receive the 3.5 mm jack with the box,/gp/customer-reviews/R256Z5XDELSPLM?ASIN=B01LZKSVRB,I recently ordered this phone and did not receive the 3.5mm jack
chankel Pasricha,/gp/profile/amzn1.account.AENOZWAYNPLVO3XABUWSOKGW7E5A,5 star,/gp/customer-reviews/R2EOHSUJ1TDTAT?ASIN=B01LZKSVRB,wonderful and a superb example of uniqueness
Dhir Sahab,/gp/profile/amzn1.account.AGHPKFUI2GMVJM7VU25F3IH2KT3Q,Five Stars,/gp/customer-reviews/R138CTP99ITZEF?ASIN=B01LZKSVRB,Good One
sonia upadhyay,/gp/profile/amzn1.account.AG4NBBCKFHETUYHYC57H2HO6KWCA,Pathetic service,/gp/customer-reviews/R2F6HQF71VN282?ASIN=B01LZKSVRB,"Phone quality is very poor, very disappointed from Amazon service as well"
Amazon Customer,/gp/profile/amzn1.account.AHNHIPYNTOTYXB7VTORPDYDT3KDA,Apple provide poor quality Product  for India,/gp/customer-reviews/R2VKKYGQC71CAS?ASIN=B01LZKSVRB,Within 3 month it is stop working  Please tell me where I can claim 1 year warranty
Amazon Customer,/gp/profile/amzn1.account.AELWSU4T4CPJ5YM2KZHZSON3BQVQ,Good,/gp/customer-reviews/R34ME7D9RJC6V9?ASIN=B01LZKSVRB,Good
AKS,/gp/profile/amzn1.account.AFAC2UI2SKSOMGQAKJ6POTT7FJVA,Five Stars,/gp/customer-reviews/R1FBGMC7NH6K8B?ASIN=B01LZKSVRB,Excellent
SHIVAPRASAD,/gp/profile/amzn1.account.AEGVBT7TUGZ43TCTMMNNBRQ63H7Q,Genuine Apple product,/gp/customer-reviews/R2KDIZTXEK04KG?ASIN=B01LZKSVRB,It’s my First iPhone I got from Amazon with a great price. good product till no issues. I am using this from one and of month. worth to buy.
Sudhakar,/gp/profile/amzn1.account.AG75CUVTLW5DZ5V2UIJCSPDPPQEQ,Amazing Phone. Loving it.,/gp/customer-reviews/R1LHH2ZT7RMGX2?ASIN=B01LZKSVRB,Changing from iPhone 5S to Iphone 7. Its light weight and screen size is Perfect.
Amazon Customer,/gp/profile/amzn1.account.AGCIS4UHFQJYFT7LSNMKZJEDPO5Q,Awasome Phone,/gp/customer-reviews/RHD0Q51T3JLPL?ASIN=B01LZKSVRB,Awasome Phone
Rammohan Jaiswal,/gp/profile/amzn1.account.AEMOAXSNUSNEJ6ABGDOXRXDR4BMA,Screentouch is not good,/gp/customer-reviews/R1RPH91OGIC8PB?ASIN=B01LZKSVRB,Screentouch isn’t good enough. Sometimes it works after touching many times.
Anand Malviya,/gp/profile/amzn1.account.AHPZW44VZ2NNIJIOXWGHAPDT6VAQ,Good,/gp/customer-reviews/R33UXT2E1J6AW9?ASIN=B01LZKSVRB,Good
Ruchi Chavhan,/gp/profile/amzn1.account.AGQMJDS62VJ57BWTUFY2O65HN3LA,No signature taken,/gp/customer-reviews/R12CWM66MB4S1K?ASIN=B01LZKSVRB,No signature of mine taken when phone was delivered. Is this the right process. It was an expensive item.
Bipan Gakhar,/gp/profile/amzn1.account.AFOMSLE3SXITPKL5ZQR2IFDAOLHQ,Discount on HDFC Credit card not given,/gp/customer-reviews/R2B8BYQC8HSQF7?ASIN=B01LZKSVRB,"Everything seems ok but my 5% discount on HDFC Credit card was not deducted from the amount, please have it credited in my account"
sowmiya,/gp/profile/amzn1.account.AFVGRGAHUVVGFZKM6FVGJ2M2DLGQ,Damged product,/gp/customer-reviews/RZGH6ESUNZ35S?ASIN=B01LZKSVRB,Home button is not working .
NAYAN K.,/gp/profile/amzn1.account.AHXZJ6TMMZEKBIZRLD6BSFBNLJ2A,Satisfied,/gp/customer-reviews/R1J9ZTA8XAECAQ?ASIN=B01LZKSVRB,Nice product. Delivery was on time without any defect
Moy,/gp/profile/amzn1.account.AH6QJFSAC6754CZL3FXQ5NYZEPFQ,Good product,/gp/customer-reviews/R38TTPVXITS8MQ?ASIN=B01LZKSVRB,It is good product as expected.
DAVENDER SINGH THAKUR,/gp/profile/amzn1.account.AGNL75K7YAVWY2ZMXKS24LYIREJQ,Three Stars,/gp/customer-reviews/R3R3APA576BQ7X?ASIN=B01LZKSVRB,As usual its apple nothing to say
Amazon Customer,/gp/profile/amzn1.account.AGCH53LQZWMVGNUTOTZCNAG6TNYQ,One Star,/gp/customer-reviews/R3RKBE9QQREEUD?ASIN=B01LZKSVRB,Battery gon in just 8months
Robin Kumar,/gp/profile/amzn1.account.AE2H3HNWL34U7LGXPNPK23YKEGGQ,Five Stars,/gp/customer-reviews/R3MO03O45P7H2I?ASIN=B01LZKSVRB,After 6 month my phone is still in as good as a new iphone
Chirag,/gp/profile/amzn1.account.AE5R5EC3JIW3GOZ44ZSAOHHSXU7A,"phone ok 5d glass and case cover packing very good, but mobile packing very",/gp/customer-reviews/R35GII96FLRNTO?ASIN=B01LZKSVRB,"third class packing, phone ok"
mr..D,/gp/profile/amzn1.account.AFEI2CVVFRJQKSTM26CVGLTHB3VQ,very poor paking,/gp/customer-reviews/R3RN78Q7JC81FU?ASIN=B01LZKSVRB,Paking is very bad.like a 500 rs phone paking.
Sagar,/gp/profile/amzn1.account.AH4ZON75IGZPNQSHFAU7KXTOT4EQ,Nice my iphone 7,/gp/customer-reviews/R32OO9SJZXMNBQ?ASIN=B01LZKSVRB,Nice phone with good packing new piece
mohit shrivastava,/gp/profile/amzn1.account.AFAUMIUIPG63OM37762L72XWE56A,Three Stars,/gp/customer-reviews/R2ROVY4XYNQ0IY?ASIN=B01LZKSVRB,Bought on 25th APRIL....2017 and now the touch is not working. Kindly suggest what can done now.
Amazon Customer,/gp/profile/amzn1.account.AGBBSOLLSHYITZIJTY242Y5ZNHXQ,Got it at a throw away price..worth every penny,/gp/customer-reviews/R3JYC2T6CBDVF8?ASIN=B01LZKSVRB,It's a great phone to have..used to have the iPhone 5s..so the phone feels a bit bigger..but the bigger the better..overall experience has been amazing with the 3D Touch..can't wait to explore more
SATYANARAYANA Y.,/gp/profile/amzn1.account.AE4JWIQHSBLXFKEPD6IETG4PJLNA,Five Stars,/gp/customer-reviews/R1ENY7QDTK3WP5?ASIN=B01LZKSVRB,No comments. Items meets expectations
abhishek,/gp/profile/amzn1.account.AEJ5WVQKVJ7YO4K3NMEXRKMWALQQ,Four Stars,/gp/customer-reviews/R2T939CZ9NMDSI?ASIN=B01LZKSVRB,Good product as per describe.
Savarina Rani,/gp/profile/amzn1.account.AH5HL27GOI3ULTBVI7JVBC7BVACA,Best buy,/gp/customer-reviews/R3GOH4T42AY381?ASIN=B01LZKSVRB,It’s a genuine product which I brought from amazon and it is truly amazing ♥️ It’s been 8 months post purchase I haven’t had any issues with the iPhone 7
Amazon Customer,/gp/profile/amzn1.account.AFMEJOMVZKF2J6V5EDLSYMLTE35A,the best phone ever,/gp/customer-reviews/R3L8WVSZN2G9JY?ASIN=B01LZKSVRB,"This is awsm .. Literally the is no defect in any part. In fact i would suggest for a ""Class"", the best phone ever.. Thank You for accepting me as ""Amazon wale"" ;)"
Arul,/gp/profile/amzn1.account.AG4GVFB53CUWQGYDSZNRHYGYLJSQ,Dumbstruck,/gp/customer-reviews/R3NNJRMMH0GTM1?ASIN=B01LZKSVRB,"I love the product for its design, interface and smooth hovering between screens. Heating might be an issue. But now I understand why people love iphone"
